Country,Year,Value,Indicator,Color,Baseline,UpDown
Micronesia (Federated States of),1980,,Remittances,gray,10.0,Up
Nauru,1980,,Remittances,gray,10.0,Up
New Caledonia,1980,,Remittances,gray,10.0,Up
Palau,1980,,Remittances,gray,10.0,Up
Papua New Guinea,1980,0.21,Remittances,red,10.0,Up
Samoa,1980,,Remittances,gray,10.0,Up
Solomon Islands,1980,,Remittances,gray,10.0,Up
Tonga,1980,13.31,Remittances,green,10.0,Up
Tuvalu,1980,,Remittances,gray,10.0,Up
Vanuatu,1980,,Remittances,gray,10.0,Up
Fiji,1981,0.75,Remittances,red,10.0,Up
French Polynesia,1981,,Remittances,gray,10.0,Up
Kiribati,1981,4.72,Remittances,red,10.0,Up
Marshall Islands,1981,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1981,,Remittances,gray,10.0,Up
Nauru,1981,,Remittances,gray,10.0,Up
New Caledonia,1981,,Remittances,gray,10.0,Up
Palau,1981,,Remittances,gray,10.0,Up
Papua New Guinea,1981,0.19,Remittances,red,10.0,Up
Samoa,1981,,Remittances,gray,10.0,Up
Solomon Islands,1981,,Remittances,gray,10.0,Up
Tonga,1981,12.22,Remittances,green,10.0,Up
Tuvalu,1981,,Remittances,gray,10.0,Up
Vanuatu,1981,,Remittances,gray,10.0,Up
Fiji,1982,0.68,Remittances,red,10.0,Up
French Polynesia,1982,,Remittances,gray,10.0,Up
Kiribati,1982,6.25,Remittances,red,10.0,Up
Marshall Islands,1982,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1982,,Remittances,gray,10.0,Up
Nauru,1982,,Remittances,gray,10.0,Up
New Caledonia,1982,,Remittances,gray,10.0,Up
Palau,1982,,Remittances,gray,10.0,Up
Papua New Guinea,1982,0.26,Remittances,red,10.0,Up
Samoa,1982,15.67,Remittances,green,10.0,Up
Solomon Islands,1982,,Remittances,gray,10.0,Up
Tonga,1982,13.08,Remittances,green,10.0,Up
Tuvalu,1982,,Remittances,gray,10.0,Up
Vanuatu,1982,8.17,Remittances,red,10.0,Up
Fiji,1983,0.71,Remittances,red,10.0,Up
French Polynesia,1983,,Remittances,gray,10.0,Up
Kiribati,1983,5.95,Remittances,red,10.0,Up
Marshall Islands,1983,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1983,,Remittances,gray,10.0,Up
Nauru,1983,,Remittances,gray,10.0,Up
New Caledonia,1983,,Remittances,gray,10.0,Up
Palau,1983,,Remittances,gray,10.0,Up
Papua New Guinea,1983,0.17,Remittances,red,10.0,Up
Samoa,1983,17.88,Remittances,green,10.0,Up
Solomon Islands,1983,,Remittances,gray,10.0,Up
Tonga,1983,27.07,Remittances,green,10.0,Up
Tuvalu,1983,,Remittances,gray,10.0,Up
Vanuatu,1983,6.09,Remittances,red,10.0,Up
Fiji,1984,0.9,Remittances,red,10.0,Up
French Polynesia,1984,,Remittances,gray,10.0,Up
Kiribati,1984,5.32,Remittances,red,10.0,Up
Marshall Islands,1984,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1984,,Remittances,gray,10.0,Up
Nauru,1984,,Remittances,gray,10.0,Up
New Caledonia,1984,,Remittances,gray,10.0,Up
Palau,1984,,Remittances,gray,10.0,Up
Papua New Guinea,1984,0.21,Remittances,red,10.0,Up
Samoa,1984,18.31,Remittances,green,10.0,Up
Solomon Islands,1984,,Remittances,gray,10.0,Up
Tonga,1984,20.96,Remittances,green,10.0,Up
Tuvalu,1984,,Remittances,gray,10.0,Up
Vanuatu,1984,5.86,Remittances,red,10.0,Up
Fiji,1985,2.42,Remittances,red,10.0,Up
French Polynesia,1985,,Remittances,gray,10.0,Up
Kiribati,1985,12.62,Remittances,green,10.0,Up
Marshall Islands,1985,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1985,,Remittances,gray,10.0,Up
Nauru,1985,,Remittances,gray,10.0,Up
New Caledonia,1985,,Remittances,gray,10.0,Up
Palau,1985,,Remittances,gray,10.0,Up
Papua New Guinea,1985,0.23,Remittances,red,10.0,Up
Samoa,1985,25.11,Remittances,green,10.0,Up
Solomon Islands,1985,,Remittances,gray,10.0,Up
Tonga,1985,36.42,Remittances,green,10.0,Up
Tuvalu,1985,,Remittances,gray,10.0,Up
Vanuatu,1985,6.62,Remittances,red,10.0,Up
Fiji,1986,2.31,Remittances,red,10.0,Up
French Polynesia,1986,,Remittances,gray,10.0,Up
Kiribati,1986,12.82,Remittances,green,10.0,Up
Marshall Islands,1986,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1986,,Remittances,gray,10.0,Up
Nauru,1986,,Remittances,gray,10.0,Up
New Caledonia,1986,,Remittances,gray,10.0,Up
Palau,1986,,Remittances,gray,10.0,Up
Papua New Guinea,1986,0.26,Remittances,red,10.0,Up
Samoa,1986,28.73,Remittances,green,10.0,Up
Solomon Islands,1986,,Remittances,gray,10.0,Up
Tonga,1986,30.6,Remittances,green,10.0,Up
Tuvalu,1986,,Remittances,gray,10.0,Up
Vanuatu,1986,6.34,Remittances,red,10.0,Up
Fiji,1987,2.29,Remittances,red,10.0,Up
French Polynesia,1987,,Remittances,gray,10.0,Up
Kiribati,1987,15.18,Remittances,green,10.0,Up
Marshall Islands,1987,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1987,,Remittances,gray,10.0,Up
Nauru,1987,,Remittances,gray,10.0,Up
New Caledonia,1987,,Remittances,gray,10.0,Up
Palau,1987,,Remittances,gray,10.0,Up
Papua New Guinea,1987,0.43,Remittances,red,10.0,Up
Samoa,1987,33.12,Remittances,green,10.0,Up
Solomon Islands,1987,,Remittances,gray,10.0,Up
Tonga,1987,27.41,Remittances,green,10.0,Up
Tuvalu,1987,,Remittances,gray,10.0,Up
Vanuatu,1987,6.07,Remittances,red,10.0,Up
Fiji,1988,2.04,Remittances,red,10.0,Up
French Polynesia,1988,,Remittances,gray,10.0,Up
Kiribati,1988,9.44,Remittances,red,10.0,Up
Marshall Islands,1988,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1988,,Remittances,gray,10.0,Up
Nauru,1988,,Remittances,gray,10.0,Up
New Caledonia,1988,,Remittances,gray,10.0,Up
Palau,1988,,Remittances,gray,10.0,Up
Papua New Guinea,1988,0.27,Remittances,red,10.0,Up
Samoa,1988,28.57,Remittances,green,10.0,Up
Solomon Islands,1988,,Remittances,gray,10.0,Up
Tonga,1988,15.58,Remittances,green,10.0,Up
Tuvalu,1988,,Remittances,gray,10.0,Up
Vanuatu,1988,5.06,Remittances,red,10.0,Up
Fiji,1989,1.94,Remittances,red,10.0,Up
French Polynesia,1989,,Remittances,gray,10.0,Up
Kiribati,1989,10.19,Remittances,green,10.0,Up
Marshall Islands,1989,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1989,,Remittances,gray,10.0,Up
Nauru,1989,,Remittances,gray,10.0,Up
New Caledonia,1989,,Remittances,gray,10.0,Up
Palau,1989,,Remittances,gray,10.0,Up
Papua New Guinea,1989,0.2,Remittances,red,10.0,Up
Samoa,1989,33.36,Remittances,green,10.0,Up
Solomon Islands,1989,,Remittances,gray,10.0,Up
Tonga,1989,13.98,Remittances,green,10.0,Up
Tuvalu,1989,,Remittances,gray,10.0,Up
Vanuatu,1989,4.75,Remittances,red,10.0,Up
Fiji,1990,1.64,Remittances,red,10.0,Up
French Polynesia,1990,,Remittances,gray,10.0,Up
Kiribati,1990,12.92,Remittances,green,10.0,Up
Marshall Islands,1990,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1990,,Remittances,gray,10.0,Up
Nauru,1990,,Remittances,gray,10.0,Up
New Caledonia,1990,,Remittances,gray,10.0,Up
Palau,1990,,Remittances,gray,10.0,Up
Papua New Guinea,1990,0.17,Remittances,red,10.0,Up
Samoa,1990,34.19,Remittances,green,10.0,Up
Solomon Islands,1990,,Remittances,gray,10.0,Up
Tonga,1990,21.1,Remittances,green,10.0,Up
Tuvalu,1990,,Remittances,gray,10.0,Up
Vanuatu,1990,4.86,Remittances,red,10.0,Up
Fiji,1991,1.39,Remittances,red,10.0,Up
French Polynesia,1991,,Remittances,gray,10.0,Up
Kiribati,1991,12.75,Remittances,green,10.0,Up
Marshall Islands,1991,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1991,,Remittances,gray,10.0,Up
Nauru,1991,,Remittances,gray,10.0,Up
New Caledonia,1991,,Remittances,gray,10.0,Up
Palau,1991,,Remittances,gray,10.0,Up
Papua New Guinea,1991,0.55,Remittances,red,10.0,Up
Samoa,1991,27.87,Remittances,green,10.0,Up
Solomon Islands,1991,,Remittances,gray,10.0,Up
Tonga,1991,14.19,Remittances,green,10.0,Up
Tuvalu,1991,,Remittances,gray,10.0,Up
Vanuatu,1991,4.5,Remittances,red,10.0,Up
Fiji,1992,1.48,Remittances,red,10.0,Up
French Polynesia,1992,,Remittances,gray,10.0,Up
Kiribati,1992,12.62,Remittances,green,10.0,Up
Marshall Islands,1992,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1992,,Remittances,gray,10.0,Up
Nauru,1992,,Remittances,gray,10.0,Up
New Caledonia,1992,,Remittances,gray,10.0,Up
Palau,1992,,Remittances,gray,10.0,Up
Papua New Guinea,1992,0.47,Remittances,red,10.0,Up
Samoa,1992,30.23,Remittances,green,10.0,Up
Solomon Islands,1992,,Remittances,gray,10.0,Up
Tonga,1992,15.57,Remittances,green,10.0,Up
Tuvalu,1992,,Remittances,gray,10.0,Up
Vanuatu,1992,6.74,Remittances,red,10.0,Up
Fiji,1993,1.6,Remittances,red,10.0,Up
French Polynesia,1993,,Remittances,gray,10.0,Up
Kiribati,1993,13.0,Remittances,green,10.0,Up
Marshall Islands,1993,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1993,,Remittances,gray,10.0,Up
Nauru,1993,,Remittances,gray,10.0,Up
New Caledonia,1993,,Remittances,gray,10.0,Up
Palau,1993,,Remittances,gray,10.0,Up
Papua New Guinea,1993,0.41,Remittances,red,10.0,Up
Samoa,1993,24.04,Remittances,green,10.0,Up
Solomon Islands,1993,,Remittances,gray,10.0,Up
Tonga,1993,15.14,Remittances,green,10.0,Up
Tuvalu,1993,,Remittances,gray,10.0,Up
Vanuatu,1993,6.01,Remittances,red,10.0,Up
Fiji,1994,1.62,Remittances,red,10.0,Up
French Polynesia,1994,,Remittances,gray,10.0,Up
Kiribati,1994,12.58,Remittances,green,10.0,Up
Marshall Islands,1994,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1994,,Remittances,gray,10.0,Up
Nauru,1994,,Remittances,gray,10.0,Up
New Caledonia,1994,,Remittances,gray,10.0,Up
Palau,1994,,Remittances,gray,10.0,Up
Papua New Guinea,1994,0.36,Remittances,red,10.0,Up
Samoa,1994,16.73,Remittances,green,10.0,Up
Solomon Islands,1994,,Remittances,gray,10.0,Up
Tonga,1994,,Remittances,gray,10.0,Up
Tuvalu,1994,,Remittances,gray,10.0,Up
Vanuatu,1994,7.75,Remittances,red,10.0,Up
Fiji,1995,1.66,Remittances,red,10.0,Up
French Polynesia,1995,,Remittances,gray,10.0,Up
Kiribati,1995,,Remittances,gray,10.0,Up
Marshall Islands,1995,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1995,,Remittances,gray,10.0,Up
Nauru,1995,,Remittances,gray,10.0,Up
New Caledonia,1995,,Remittances,gray,10.0,Up
Palau,1995,,Remittances,gray,10.0,Up
Papua New Guinea,1995,0.34,Remittances,red,10.0,Up
Samoa,1995,18.02,Remittances,green,10.0,Up
Solomon Islands,1995,,Remittances,gray,10.0,Up
Tonga,1995,,Remittances,gray,10.0,Up
Tuvalu,1995,,Remittances,gray,10.0,Up
Vanuatu,1995,2.46,Remittances,red,10.0,Up
Fiji,1996,1.57,Remittances,red,10.0,Up
French Polynesia,1996,,Remittances,gray,10.0,Up
Kiribati,1996,,Remittances,gray,10.0,Up
Marshall Islands,1996,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1996,,Remittances,gray,10.0,Up
Nauru,1996,,Remittances,gray,10.0,Up
New Caledonia,1996,,Remittances,gray,10.0,Up
Palau,1996,,Remittances,gray,10.0,Up
Papua New Guinea,1996,0.29,Remittances,red,10.0,Up
Samoa,1996,17.72,Remittances,green,10.0,Up
Solomon Islands,1996,,Remittances,gray,10.0,Up
Tonga,1996,,Remittances,gray,10.0,Up
Tuvalu,1996,,Remittances,gray,10.0,Up
Vanuatu,1996,13.61,Remittances,green,10.0,Up
Fiji,1997,1.66,Remittances,red,10.0,Up
French Polynesia,1997,,Remittances,gray,10.0,Up
Kiribati,1997,,Remittances,gray,10.0,Up
Marshall Islands,1997,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1997,,Remittances,gray,10.0,Up
Nauru,1997,,Remittances,gray,10.0,Up
New Caledonia,1997,,Remittances,gray,10.0,Up
Palau,1997,,Remittances,gray,10.0,Up
Papua New Guinea,1997,0.28,Remittances,red,10.0,Up
Samoa,1997,16.32,Remittances,green,10.0,Up
Solomon Islands,1997,,Remittances,gray,10.0,Up
Tonga,1997,,Remittances,gray,10.0,Up
Tuvalu,1997,,Remittances,gray,10.0,Up
Vanuatu,1997,5.69,Remittances,red,10.0,Up
Fiji,1998,1.56,Remittances,red,10.0,Up
French Polynesia,1998,,Remittances,gray,10.0,Up
Kiribati,1998,,Remittances,gray,10.0,Up
Marshall Islands,1998,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1998,,Remittances,gray,10.0,Up
Nauru,1998,,Remittances,gray,10.0,Up
New Caledonia,1998,,Remittances,gray,10.0,Up
Palau,1998,,Remittances,gray,10.0,Up
Papua New Guinea,1998,0.26,Remittances,red,10.0,Up
Samoa,1998,15.59,Remittances,green,10.0,Up
Solomon Islands,1998,,Remittances,gray,10.0,Up
Tonga,1998,,Remittances,gray,10.0,Up
Tuvalu,1998,,Remittances,gray,10.0,Up
Vanuatu,1998,2.97,Remittances,red,10.0,Up
Fiji,1999,1.2,Remittances,red,10.0,Up
French Polynesia,1999,,Remittances,gray,10.0,Up
Kiribati,1999,,Remittances,gray,10.0,Up
Marshall Islands,1999,,Remittances,gray,10.0,Up
Micronesia (Federated States of),1999,,Remittances,gray,10.0,Up
Nauru,1999,,Remittances,gray,10.0,Up
New Caledonia,1999,,Remittances,gray,10.0,Up
Palau,1999,,Remittances,gray,10.0,Up
Papua New Guinea,1999,0.23,Remittances,red,10.0,Up
Samoa,1999,17.26,Remittances,green,10.0,Up
Solomon Islands,1999,0.48,Remittances,red,10.0,Up
Tonga,1999,,Remittances,gray,10.0,Up
Tuvalu,1999,,Remittances,gray,10.0,Up
Vanuatu,1999,3.59,Remittances,red,10.0,Up
Fiji,2000,2.58,Remittances,red,10.0,Up
French Polynesia,2000,,Remittances,gray,10.0,Up
Kiribati,2000,,Remittances,gray,10.0,Up
Marshall Islands,2000,,Remittances,gray,10.0,Up
Micronesia (Federated States of),2000,,Remittances,gray,10.0,Up
Nauru,2000,,Remittances,gray,10.0,Up
New Caledonia,2000,,Remittances,gray,10.0,Up
Palau,2000,,Remittances,gray,10.0,Up
Papua New Guinea,2000,0.21,Remittances,red,10.0,Up
Samoa,2000,16.73,Remittances,green,10.0,Up
Solomon Islands,2000,1.03,Remittances,red,10.0,Up
Tonga,2000,,Remittances,gray,10.0,Up
Tuvalu,2000,,Remittances,gray,10.0,Up
Vanuatu,2000,4.97,Remittances,red,10.0,Up
Fiji,2001,4.7,Remittances,red,10.0,Up
French Polynesia,2001,,Remittances,gray,10.0,Up
Kiribati,2001,,Remittances,gray,10.0,Up
Marshall Islands,2001,,Remittances,gray,10.0,Up
Micronesia (Federated States of),2001,,Remittances,gray,10.0,Up
Nauru,2001,,Remittances,gray,10.0,Up
New Caledonia,2001,,Remittances,gray,10.0,Up
Palau,2001,,Remittances,gray,10.0,Up
Papua New Guinea,2001,0.19,Remittances,red,10.0,Up
Samoa,2001,16.48,Remittances,green,10.0,Up
Solomon Islands,2001,1.11,Remittances,red,10.0,Up
Tonga,2001,29.16,Remittances,green,10.0,Up
Tuvalu,2001,32.21,Remittances,green,10.0,Up
Vanuatu,2001,7.15,Remittances,red,10.0,Up
Fiji,2002,5.42,Remittances,red,10.0,Up
French Polynesia,2002,,Remittances,gray,10.0,Up
Kiribati,2002,,Remittances,gray,10.0,Up
Marshall Islands,2002,,Remittances,gray,10.0,Up
Micronesia (Federated States of),2002,,Remittances,gray,10.0,Up
Nauru,2002,,Remittances,gray,10.0,Up
New Caledonia,2002,8.9,Remittances,red,10.0,Up
Palau,2002,,Remittances,gray,10.0,Up
Papua New Guinea,2002,0.19,Remittances,red,10.0,Up
Samoa,2002,15.62,Remittances,green,10.0,Up
